elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.532020,18,231,1631,0,0,0,0,0,0,0,0,0,0,0
0.533626,18,231,1633,0,0,0,0,0,0,0,0,0,0,0
0.535228,18,235,1621,0,0,0,0,0,0,0,0,0,0,0
0.536831,18,231,1630,0,0,0,0,0,0,0,0,0,0,0
0.538450,18,235,1587,0,0,0,0,0,0,0,0,0,0,0
0.540052,18,235,1587,0,0,0,0,0,0,0,0,0,0,0
0.541542,18,235,1580,0,0,0,0,0,0,0,0,0,0,0
0.543136,18,235,1667,0,0,0,0,0,0,0,0,0,0,0
0.544738,18,235,1630,0,0,0,0,0,0,0,0,0,0,0
0.546347,18,235,1627,0,0,0,0,0,0,0,0,0,0,0
0.547950,18,235,1627,0,0,0,0,0,0,0,0,0,0,0
0.549569,18,231,1669,0,0,0,0,0,0,0,0,0,0,0
0.551172,18,235,1626,0,0,0,0,0,0,0,0,0,0,0
0.552775,18,231,1782,0,0,0,0,0,0,0,0,0,0,0
0.554385,18,235,1590,0,0,0,0,0,0,0,0,0,0,0
0.555988,18,235,1626,0,0,0,0,0,0,0,0,0,0,0
0.557593,18,231,1583,0,0,0,0,0,0,0,0,0,0,0
0.559197,18,235,1634,0,0,0,0,0,0,0,0,0,0,0
